"","respondent_id","enrollment","employment","employment_type","weekly_work_hrs","ethnicity","gender","total_income","academic_level","college/school","mode_transport","transport_reliability","living_alone","dependents","household_head","residence","permanent_address","spent_night_elsewhere","know_homelessness_studt","federal_aid","FI_q26","FI_q27","FI_q28","FI_q30","FI_q31","expenditures_changed","income_changed","fed_aid_changed","debt_changed"
"120",87873476,"Full Time","No",NA,NA,"Hispanic","Female","50,000-69,999","Senior","Liberal Arts","Car (someone drives) & Carpool","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Other","Never true","Never true","No","No","No","About the same","About the same","Decreased","About the same"
"121",87873477,"Full Time","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",87873478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",87873479,"Full Time","Part Time","Off-Campus","More than 19 hours","Hispanic","Female","10,000-19,999","Junior","Education","Car (alone)","Very reliable","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",87873480,"Full Time","No",NA,NA,"White/Caucasian","Female","70,000-99,999","Senior","Science","Car (someone drives) & Carpool","Fairly reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Scholarship","Never true","Never true","No","No","No","Increased","Decreased","About the same","Increased"
"125",87873481,"Full Time","No",NA,NA,"Hispanic","Male","20,000-29,999","Senior","Nursing","Car (someone drives) & Carpool","Somewhat reliable","No","No","No","Off-Campus with family","Yes",NA,"Yes","Multiple Aids","Sometimes true","Often true","Yes","Yes","Yes","Increased","Decreased","Increased","Increased"
"126",87873482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",87873483,"Part Time","Part Time","Off-Campus","19 hours or less","Hispanic","Female","< 10,000","Senior","Engineering","Car (someone drives) & Carpool","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Grants","Never true","Never true","No","No","No","About the same","Decreased","About the same","About the same"
"128",87873484,"Part Time","No",NA,NA,"Hispanic","Male","< 10,000","Senior","Health Sciences","Car (alone)","Very reliable","Yes",NA,"Yes","Off-Campus not with family","Yes",NA,"No","Multiple Aids","Never true","Never true","No","Yes","No","Decreased","Decreased","Decreased","Increased"
"129",87873486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",87873487,"Full Time","No",NA,NA,"Hispanic","Female","10,000-19,999","Senior","Engineering","Car (someone drives) & Carpool","Fairly reliable","No","No","Yes","Off-Campus with family","No","Sometimes","Yes","Grants","Sometimes true","Sometimes true","No","No","No","Increased","Decreased","About the same","Increased"
"131",87873488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",87873490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",87873491,"Full Time","Part Time","Off-Campus","19 hours or less","Hispanic","Female","30,000-39,000","Junior","Science","Car (alone)","Fairly reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Grants","Sometimes true","Never true","No","No","No","Increased","About the same","About the same","About the same"
"134",87873492,"Full Time","Part Time","Off-Campus","19 hours or less","Hispanic","Female","10,000-19,999","Senior","Health Sciences","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Work Study","Sometimes true","Sometimes true","No","No","No","Decreased","Decreased","About the same","About the same"
"135",87873493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",87873494,"Full Time","Part Time","Off-Campus","More than 19 hours","Black/African American","Female","70,000-99,999","Sophomore","Science","Car (alone)","Very reliable","No","No","No","Off-Campus not with family","Yes",NA,"No","Grants","Never true","Never true","No","No","No","Decreased","Decreased","About the same","Increased"
"137",87873495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",87873496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",87873498,"Part Time","Full Time","Off-Campus","More than 19 hours","Hispanic","Male","50,000-69,999","Senior","Liberal Arts","Car (alone)","Somewhat reliable","Yes",NA,"Yes","Off-Campus not with family","Yes",NA,"Yes","Grants","Sometimes true","Sometimes true","Yes","Yes","Yes","Decreased","About the same","Decreased","Increased"
"140",87873499,"Full Time","Part Time","Off-Campus","19 hours or less","Hispanic","Male","10,000-19,999","Junior","Engineering","Car (alone)","Fairly reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Multiple Aids","Sometimes true","Sometimes true","Yes","No","No","About the same","Decreased","About the same","Increased"
"141",87873501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",87873502,"Full Time","Part Time","Off-Campus","More than 19 hours","Hispanic","Female","10,000-19,999","Junior","Education","Car (someone drives) & Carpool","Somewhat reliable","No","Yes","No","Off-Campus with family","Yes",NA,"No","Grants","Sometimes true","Sometimes true","No","Yes","No","About the same","Decreased","About the same","About the same"
"143",87873503,"Part Time","Part Time","Off-Campus","More than 19 hours","Hispanic","Male","50,000-69,999","Junior","Engineering","Car (alone)","Fairly reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Other","Sometimes true","Often true","Yes","Yes","No","Increased","About the same","Decreased","Increased"
"144",87873504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",87873506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146",87873507,"Full Time","Part Time","Off-Campus","More than 19 hours","Hispanic","Male","20,000-29,999","Senior","Engineering","Car (alone)","Fairly reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Multiple Aids","Never true","Never true","No","No","No","Increased","Decreased","About the same","Increased"
"147",87873508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",87873509,"Part Time","No",NA,NA,"Hispanic","Male","40,000-49,999","Junior","More than one","Bus/Public transport","Fairly reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Multiple Aids","Sometimes true","Sometimes true","Yes","Yes","Yes","About the same","About the same","About the same","About the same"
"149",87873511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",87873512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",87873514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",87873515,"Full Time","No",NA,NA,"Hispanic","Female","50,000-69,999","Junior","Liberal Arts","Bus/Public transport","Fairly reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Grants","Sometimes true","Sometimes true","Yes","Yes","Yes","About the same","About the same","About the same","About the same"
"153",87873516,"Part Time","Full Time","Off-Campus","More than 19 hours","Hispanic","Female","30,000-39,000","Masters","Education","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"Yes","Multiple Aids","Never true","Sometimes true","No","No","No","Decreased","Decreased","Increased","About the same"
"154",87873517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",87873518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",87873519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",87873520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158",87873521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",87873522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",87873523,"Part Time","No",NA,NA,"Hispanic","Female","70,000-99,999","Sophomore","Liberal Arts","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Multiple Aids","Never true","Often true","No","No","No","About the same","Decreased","Decreased","Increased"
"161",87873524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",87873526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",87873527,"Part Time","Part Time","Off-Campus","19 hours or less","Hispanic","Male","20,000-29,999","Senior","Liberal Arts","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Multiple Aids","Never true","Never true","No","No","No","About the same","About the same","About the same","About the same"
"164",87873530,"Full Time","Part Time","On-Campus","19 hours or less","Hispanic","Female","40,000-49,999","Senior","Science","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Other","Never true","Never true","No","No","No","About the same","Decreased","About the same","About the same"
"165",87873531,"Part Time","Full Time","Off-Campus","More than 19 hours","Hispanic","Female",">=100,000","Masters","Education","Other","Very reliable","No","Yes","No","Off-Campus with family","Yes",NA,"No","Other","Never true","Never true","No","No","No","About the same","About the same","About the same","About the same"
"166",87873532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167",87873533,"Full Time","Full Time","Off-Campus","More than 19 hours","Hispanic","Female","30,000-39,000","Senior","Liberal Arts","Car (alone)","Fairly reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Multiple Aids","Sometimes true","Sometimes true","Yes","Yes","No","About the same","About the same","About the same","Increased"
"168",87873534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",87873535,"Full Time","Full Time","Off-Campus","More than 19 hours","Hispanic","Female","40,000-49,999","Senior","Engineering","Bus/Public transport","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"Yes","Grants","Never true","Never true","No","No","No","About the same","Decreased","About the same","About the same"
"170",87873536,"Full Time","Part Time","Off-Campus","19 hours or less","Hispanic","Female","40,000-49,999","Doctoral/Professional","Liberal Arts","Car (alone)","Fairly reliable","Yes",NA,"Yes","Off-Campus not with family","No","Sometimes","No","Loans","Often true","Sometimes true","Yes","Yes","Yes","About the same","Decreased","About the same","Increased"
"171",87873537,"Part Time","Full Time","Off-Campus","More than 19 hours","Hispanic","Female","20,000-29,999","Masters","Education","Car (alone)","Fairly reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Other","Never true","Never true","No","No","No","Decreased","Decreased","Decreased","About the same"
"172",87873538,"Full Time","Part Time","Off-Campus","19 hours or less","Hispanic","Female","10,000-19,999","Junior","Education","Car (alone)","Fairly reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Loans","Sometimes true","Sometimes true","No","No","No","About the same","Decreased","Decreased","About the same"
"173",87873540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174",87873541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175",87873542,"Full Time","No",NA,NA,"Hispanic","Female","10,000-19,999","Senior","Science","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Grants","Sometimes true","Sometimes true","No","No","No",NA,NA,NA,NA
"176",87873543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177",87873544,"Full Time","No",NA,NA,"Hispanic","Male","< 10,000","Senior","Engineering","Bus/Public transport","Fairly reliable","No","Yes","No","Off-Campus with family","Yes",NA,"Yes","Multiple Aids","Sometimes true","Sometimes true","No","Yes","No","About the same","Decreased","About the same","About the same"
"178",87873545,"Full Time","Part Time","On-Campus","19 hours or less","Hispanic","Male","40,000-49,999","Junior","Liberal Arts","Car (someone drives) & Carpool","Fairly reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Multiple Aids","Often true","Sometimes true","Yes","Yes","Yes","About the same","About the same","Decreased","Increased"
"179",87873546,"Full Time","Part Time","Off-Campus","More than 19 hours","Hispanic","Female","< 10,000","Junior","Liberal Arts","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Multiple Aids","Sometimes true","Sometimes true","No","No","No","About the same","Decreased","Decreased","Increased"
"180",87873547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181",87873548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182",87873549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183",87873550,"Part Time","Part Time","Off-Campus","19 hours or less","Hispanic","Female","< 10,000","Junior","Nursing","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Multiple Aids","Sometimes true","Sometimes true","Yes","Yes","No","Decreased","Decreased","About the same","Increased"
"184",87873551,"Full Time","Full Time","On-Campus","19 hours or less","Asian","Female","30,000-39,000","Junior","Liberal Arts","Bike, Trolley, or Walk","Fairly reliable","No","Yes","No","Off-Campus not with family","No","Often","No","Work Study","Sometimes true","Sometimes true","Yes","Yes","Yes","Decreased","Decreased","Decreased","About the same"
"185",87873552,"Full Time","No",NA,NA,"Hispanic","Male","< 10,000","Junior","Engineering","Bus/Public transport","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Work Study","Sometimes true","Sometimes true","No","No","No","About the same","About the same","About the same","About the same"
"186",87873554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",87873555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188",87873556,"Full Time","Part Time","On-Campus","More than 19 hours","Hispanic","Male","10,000-19,999","Masters","Engineering","Car (alone)","Very reliable","No","No","No","Off-Campus not with family","Yes",NA,"No","Other","Never true","Never true","No","No","No","Increased","About the same","About the same","Increased"
"189",87873557,"Full Time","No",NA,NA,"Hispanic","Male","70,000-99,999","Senior","Liberal Arts","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Multiple Aids","Never true","Never true","No","No","No","Decreased","Decreased","Increased","Increased"
"190",87873558,"Part Time","Part Time","Off-Campus","19 hours or less","Hispanic","Female","50,000-69,999","Senior","Engineering","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Multiple Aids","Never true","Never true","No","No","No","Increased","Decreased","About the same","Increased"
"191",87873559,"Part Time","Part Time","Off-Campus","More than 19 hours","Hispanic","Male",">=100,000","Junior","Liberal Arts","Car (alone)","Fairly reliable","No","No","No","Off-Campus not with family","No","Rarely","No","Other","Never true","Never true","No","No","No","Decreased","Decreased","About the same","About the same"
"192",87873560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193",87873561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194",87873562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195",87873563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196",87873565,"Full Time","Full Time","Off-Campus","More than 19 hours","Black/African American","Male","10,000-19,999","Junior","Liberal Arts","Car (alone)","Very reliable","Yes",NA,"Yes","Off-Campus not with family","Yes",NA,"No","Multiple Aids","Often true","Often true","Yes","Yes","Yes","Increased","About the same","About the same","Increased"
"197",87873566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198",87873567,"Full Time","Part Time","Off-Campus","19 hours or less",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199",87873569,"Full Time","No",NA,NA,"Hispanic","Male","20,000-29,999","Senior","Liberal Arts","Car (alone)","Fairly reliable","No","No","No","Off-Campus with family","Yes",NA,"Yes","Multiple Aids","Sometimes true","Sometimes true","Yes","Yes","Yes","About the same","Decreased","Decreased","Increased"
"200",87873570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201",87873571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202",87873572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203",87873573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204",87873574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205",87873576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206",87873577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207",87873578,"Full Time","No",NA,NA,"Hispanic","Female","10,000-19,999","Senior","Education","Car (alone)","Fairly reliable","No","Yes","No","Off-Campus with family","Yes",NA,"Yes","Multiple Aids","Often true","Often true","Yes","Yes","Yes","About the same","Decreased","About the same","Increased"
"208",87873579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209",87873580,"Full Time","No",NA,NA,"Hispanic","Female","30,000-39,000","Doctoral/Professional","Pharmacy","Car (alone)","Very reliable","No","No","No","Off-Campus with family","Yes",NA,"Yes","Loans","Sometimes true","Sometimes true","Yes","Yes","No","About the same","About the same","About the same","Increased"
"210",87873581,"Full Time","Part Time","On-Campus","19 hours or less","Hispanic","Female","20,000-29,999","Doctoral/Professional","Science","Car (alone)","Very reliable","Yes",NA,"Yes","Off-Campus not with family","No","Sometimes","No","Loans","Often true","Sometimes true","Yes","Yes","No","Decreased","Decreased","About the same","About the same"
"211",87873582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",87873583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",87873584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",87873585,"Full Time","Part Time","On-Campus","More than 19 hours","Asian","Male","20,000-29,999","Doctoral/Professional","Other","Car (alone)","Very reliable","No","No","Yes","Off-Campus not with family","Yes",NA,"Yes","Other","Never true","Never true","No","No","No","Increased","Decreased","Decreased","Increased"
"215",87873586,"Full Time","No",NA,NA,"Hispanic","Female","< 10,000","Senior","Nursing","Bus/Public transport","Somewhat reliable","No","No","No","Off-Campus with family","Yes",NA,"No","Multiple Aids","Sometimes true","Often true","No","No","No","Increased","Decreased","About the same","About the same"
"216",87873587,"Full Time","No",NA,NA,"Hispanic","Female","20,000-29,999","Doctoral/Professional","Pharmacy","Car (someone drives) & Carpool","Fairly reliable","No","No","No","Off-Campus not with family","No","Sometimes","Yes","Multiple Aids","Sometimes true","Sometimes true","No","No","No","Decreased","Decreased","About the same","Increased"
"217",87873588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",87873589,"Full Time","Part Time","On-Campus","19 hours or less","Hispanic","Female","10,000-19,999","Senior","Education","Car (alone)","Fairly reliable","No","No","No","Off-Campus not with family","Yes",NA,"No","Work Study","Never true","Sometimes true","Yes","Yes","No","Increased","Decreased","Decreased","Increased"
